channel, mean, rms, meanerr, rmserr, tv
  114, 750.00, 5.00, 0., 0., 1
  115, 750.00, 5.00, 0., 0., 1
  116, 750.00, 5.00, 0., 0., 1
  117, 750.00, 5.00, 0., 0., 1
  118, 750.00, 5.00, 0., 0., 1
  119, 750.00, 5.00, 0., 0., 1
  120, 750.00, 5.00, 0., 0., 1
  121, 750.00, 5.00, 0., 0., 1
  122, 750.00, 5.00, 0., 0., 1
  123, 750.00, 5.00, 0., 0., 1
  124, 750.00, 5.00, 0., 0., 1
  125, 750.00, 5.00, 0., 0., 1
  126, 750.00, 5.00, 0., 0., 1
  127, 750.00, 5.00, 0., 0., 1
  128, 750.00, 5.00, 0., 0., 1
  129, 750.00, 5.00, 0., 0., 1
  130, 750.00, 5.00, 0., 0., 1
  131, 750.00, 5.00, 0., 0., 1
  132, 750.00, 5.00, 0., 0., 1
  133, 750.00, 5.00, 0., 0., 1
  134, 750.00, 5.00, 0., 0., 1
  135, 750.00, 5.00, 0., 0., 1
  136, 750.00, 5.00, 0., 0., 1
  137, 750.00, 5.00, 0., 0., 1
  138, 750.00, 5.00, 0., 0., 1
  139, 750.00, 5.00, 0., 0., 1
  140, 750.00, 5.00, 0., 0., 1
  141, 750.00, 5.00, 0., 0., 1
  142, 750.00, 5.00, 0., 0., 1
  143, 750.00, 5.00, 0., 0., 1
  144, 750.00, 5.00, 0., 0., 1
  145, 750.00, 5.00, 0., 0., 1
  146, 750.00, 5.00, 0., 0., 1
  147, 750.00, 5.00, 0., 0., 1
  148, 750.00, 5.00, 0., 0., 1
  149, 750.00, 5.00, 0., 0., 1
  150, 750.00, 5.00, 0., 0., 1
  151, 750.00, 5.00, 0., 0., 1
  152, 750.00, 5.00, 0., 0., 1
  153, 750.00, 5.00, 0., 0., 1
  154, 750.00, 5.00, 0., 0., 1
  155, 750.00, 5.00, 0., 0., 1
  156, 750.00, 5.00, 0., 0., 1
  157, 750.00, 5.00, 0., 0., 1
  158, 750.00, 5.00, 0., 0., 1
  159, 750.00, 5.00, 0., 0., 1
  160, 750.00, 5.00, 0., 0., 1
  161, 750.00, 5.00, 0., 0., 1
  162, 750.00, 5.00, 0., 0., 1
  163, 750.00, 5.00, 0., 0., 1
  164, 750.00, 5.00, 0., 0., 1
  165, 750.00, 5.00, 0., 0., 1
  166, 750.00, 5.00, 0., 0., 1
  167, 750.00, 5.00, 0., 0., 1
  168, 750.00, 5.00, 0., 0., 1
  169, 750.00, 5.00, 0., 0., 1
  170, 750.00, 5.00, 0., 0., 1
  171, 750.00, 5.00, 0., 0., 1
  172, 750.00, 5.00, 0., 0., 1
  173, 750.00, 5.00, 0., 0., 1
  174, 750.00, 5.00, 0., 0., 1
  175, 750.00, 5.00, 0., 0., 1
  176, 750.00, 5.00, 0., 0., 1
  177, 750.00, 5.00, 0., 0., 1
  178, 750.00, 5.00, 0., 0., 1
  179, 750.00, 5.00, 0., 0., 1
  180, 750.00, 5.00, 0., 0., 1
  181, 750.00, 5.00, 0., 0., 1
  182, 750.00, 5.00, 0., 0., 1
  183, 750.00, 5.00, 0., 0., 1
  184, 750.00, 5.00, 0., 0., 1
  185, 750.00, 5.00, 0., 0., 1
  186, 750.00, 5.00, 0., 0., 1
  187, 750.00, 5.00, 0., 0., 1
  188, 750.00, 5.00, 0., 0., 1
  189, 750.00, 5.00, 0., 0., 1
  190, 750.00, 5.00, 0., 0., 1
  191, 750.00, 5.00, 0., 0., 1
  192, 750.00, 5.00, 0., 0., 1
  193, 750.00, 5.00, 0., 0., 1
  194, 750.00, 5.00, 0., 0., 1
  195, 750.00, 5.00, 0., 0., 1
  196, 750.00, 5.00, 0., 0., 1
  197, 750.00, 5.00, 0., 0., 1
  198, 750.00, 5.00, 0., 0., 1
  199, 750.00, 5.00, 0., 0., 1
  200, 750.00, 5.00, 0., 0., 1
  201, 750.00, 5.00, 0., 0., 1
  202, 750.00, 5.00, 0., 0., 1
  203, 750.00, 5.00, 0., 0., 1
  204, 750.00, 5.00, 0., 0., 1
  205, 750.00, 5.00, 0., 0., 1
  206, 750.00, 5.00, 0., 0., 1
  207, 750.00, 5.00, 0., 0., 1
  208, 750.00, 5.00, 0., 0., 1
  209, 750.00, 5.00, 0., 0., 1
  210, 750.00, 5.00, 0., 0., 1
  211, 750.00, 5.00, 0., 0., 1
  212, 750.00, 5.00, 0., 0., 1
  213, 750.00, 5.00, 0., 0., 1
  214, 750.00, 5.00, 0., 0., 1
  215, 750.00, 5.00, 0., 0., 1
  216, 750.00, 5.00, 0., 0., 1
  217, 750.00, 5.00, 0., 0., 1
  218, 750.00, 5.00, 0., 0., 1
  219, 750.00, 5.00, 0., 0., 1
  220, 750.00, 5.00, 0., 0., 1
  221, 750.00, 5.00, 0., 0., 1
  222, 750.00, 5.00, 0., 0., 1
  223, 750.00, 5.00, 0., 0., 1
  224, 750.00, 5.00, 0., 0., 1
  225, 750.00, 5.00, 0., 0., 1
  226, 750.00, 5.00, 0., 0., 1
  227, 750.00, 5.00, 0., 0., 1
  228, 750.00, 5.00, 0., 0., 1
  229, 750.00, 5.00, 0., 0., 1
  230, 750.00, 5.00, 0., 0., 1
  231, 750.00, 5.00, 0., 0., 1
  232, 750.00, 5.00, 0., 0., 1
  233, 750.00, 5.00, 0., 0., 1
  234, 750.00, 5.00, 0., 0., 1
  235, 750.00, 5.00, 0., 0., 1
  236, 750.00, 5.00, 0., 0., 1
  237, 750.00, 5.00, 0., 0., 1
  238, 750.00, 5.00, 0., 0., 1
  239, 750.00, 5.00, 0., 0., 1
  240, 750.00, 5.00, 0., 0., 1
  241, 750.00, 5.00, 0., 0., 1
  242, 750.00, 5.00, 0., 0., 1
  243, 750.00, 5.00, 0., 0., 1
  244, 750.00, 5.00, 0., 0., 1
  245, 750.00, 5.00, 0., 0., 1
  246, 750.00, 5.00, 0., 0., 1
  247, 750.00, 5.00, 0., 0., 1
  248, 750.00, 5.00, 0., 0., 1
  249, 750.00, 5.00, 0., 0., 1
  250, 750.00, 5.00, 0., 0., 1
  251, 750.00, 5.00, 0., 0., 1
  252, 750.00, 5.00, 0., 0., 1
  253, 750.00, 5.00, 0., 0., 1
  254, 750.00, 5.00, 0., 0., 1
  255, 750.00, 5.00, 0., 0., 1
  256, 750.00, 5.00, 0., 0., 1
  257, 750.00, 5.00, 0., 0., 1
  258, 750.00, 5.00, 0., 0., 1
  259, 750.00, 5.00, 0., 0., 1
  260, 750.00, 5.00, 0., 0., 1
  261, 750.00, 5.00, 0., 0., 1
  262, 750.00, 5.00, 0., 0., 1
  263, 750.00, 5.00, 0., 0., 1
  264, 750.00, 5.00, 0., 0., 1
  265, 750.00, 5.00, 0., 0., 1
  266, 750.00, 5.00, 0., 0., 1
  267, 750.00, 5.00, 0., 0., 1
  268, 750.00, 5.00, 0., 0., 1
  269, 750.00, 5.00, 0., 0., 1
  270, 750.00, 5.00, 0., 0., 1
  271, 750.00, 5.00, 0., 0., 1
  272, 750.00, 5.00, 0., 0., 1
  273, 750.00, 5.00, 0., 0., 1
  274, 750.00, 5.00, 0., 0., 1
  275, 750.00, 5.00, 0., 0., 1
  276, 750.00, 5.00, 0., 0., 1
  277, 750.00, 5.00, 0., 0., 1
  278, 750.00, 5.00, 0., 0., 1
  279, 750.00, 5.00, 0., 0., 1
  280, 750.00, 5.00, 0., 0., 1
  281, 750.00, 5.00, 0., 0., 1
  282, 750.00, 5.00, 0., 0., 1
  283, 750.00, 5.00, 0., 0., 1
  284, 750.00, 5.00, 0., 0., 1
  285, 750.00, 5.00, 0., 0., 1
  286, 750.00, 5.00, 0., 0., 1
  287, 750.00, 5.00, 0., 0., 1
  288, 750.00, 5.00, 0., 0., 1
  289, 750.00, 5.00, 0., 0., 1
  290, 750.00, 5.00, 0., 0., 1
  291, 750.00, 5.00, 0., 0., 1
  292, 750.00, 5.00, 0., 0., 1
  293, 750.00, 5.00, 0., 0., 1
  294, 750.00, 5.00, 0., 0., 1
  295, 750.00, 5.00, 0., 0., 1
  296, 750.00, 5.00, 0., 0., 1
  297, 750.00, 5.00, 0., 0., 1
  298, 750.00, 5.00, 0., 0., 1
  299, 750.00, 5.00, 0., 0., 1
  300, 750.00, 5.00, 0., 0., 1
  301, 750.00, 5.00, 0., 0., 1
  302, 750.00, 5.00, 0., 0., 1
  303, 750.00, 5.00, 0., 0., 1
  304, 750.00, 5.00, 0., 0., 1
  305, 750.00, 5.00, 0., 0., 1
  306, 750.00, 5.00, 0., 0., 1
  307, 750.00, 5.00, 0., 0., 1
  308, 750.00, 5.00, 0., 0., 1
  309, 750.00, 5.00, 0., 0., 1
  310, 750.00, 5.00, 0., 0., 1
  311, 750.00, 5.00, 0., 0., 1
  312, 750.00, 5.00, 0., 0., 1
  313, 750.00, 5.00, 0., 0., 1
  314, 750.00, 5.00, 0., 0., 1
  315, 750.00, 5.00, 0., 0., 1
  316, 750.00, 5.00, 0., 0., 1
  317, 750.00, 5.00, 0., 0., 1
  318, 750.00, 5.00, 0., 0., 1
  319, 750.00, 5.00, 0., 0., 1
  320, 750.00, 5.00, 0., 0., 1
  321, 750.00, 5.00, 0., 0., 1
  322, 750.00, 5.00, 0., 0., 1
  323, 750.00, 5.00, 0., 0., 1
  324, 750.00, 5.00, 0., 0., 1
  325, 750.00, 5.00, 0., 0., 1
  326, 750.00, 5.00, 0., 0., 1
  327, 750.00, 5.00, 0., 0., 1
  328, 750.00, 5.00, 0., 0., 1
  329, 750.00, 5.00, 0., 0., 1
  330, 750.00, 5.00, 0., 0., 1
  331, 750.00, 5.00, 0., 0., 1
  332, 750.00, 5.00, 0., 0., 1
  333, 750.00, 5.00, 0., 0., 1
  334, 750.00, 5.00, 0., 0., 1
  335, 750.00, 5.00, 0., 0., 1
  336, 750.00, 5.00, 0., 0., 1
  337, 750.00, 5.00, 0., 0., 1
  338, 750.00, 5.00, 0., 0., 1
  339, 750.00, 5.00, 0., 0., 1
  340, 750.00, 5.00, 0., 0., 1
  341, 750.00, 5.00, 0., 0., 1
  342, 750.00, 5.00, 0., 0., 1
  343, 750.00, 5.00, 0., 0., 1
  344, 750.00, 5.00, 0., 0., 1
  345, 750.00, 5.00, 0., 0., 1
  346, 750.00, 5.00, 0., 0., 1
  347, 750.00, 5.00, 0., 0., 1
  348, 750.00, 5.00, 0., 0., 1
  349, 750.00, 5.00, 0., 0., 1
  350, 750.00, 5.00, 0., 0., 1
  351, 750.00, 5.00, 0., 0., 1
  352, 750.00, 5.00, 0., 0., 1
  353, 750.00, 5.00, 0., 0., 1
  354, 750.00, 5.00, 0., 0., 1
  355, 750.00, 5.00, 0., 0., 1
  356, 750.00, 5.00, 0., 0., 1
  357, 750.00, 5.00, 0., 0., 1
  358, 750.00, 5.00, 0., 0., 1
  359, 750.00, 5.00, 0., 0., 1
  360, 750.00, 5.00, 0., 0., 1
  361, 750.00, 5.00, 0., 0., 1
  362, 750.00, 5.00, 0., 0., 1
  363, 750.00, 5.00, 0., 0., 1
  364, 750.00, 5.00, 0., 0., 1
  365, 750.00, 5.00, 0., 0., 1
  366, 750.00, 5.00, 0., 0., 1
  367, 750.00, 5.00, 0., 0., 1
  368, 750.00, 5.00, 0., 0., 1
  369, 750.00, 5.00, 0., 0., 1
  370, 750.00, 5.00, 0., 0., 1
  371, 750.00, 5.00, 0., 0., 1
  372, 750.00, 5.00, 0., 0., 1
  373, 750.00, 5.00, 0., 0., 1
  374, 750.00, 5.00, 0., 0., 1
  375, 750.00, 5.00, 0., 0., 1
  376, 750.00, 5.00, 0., 0., 1
  377, 750.00, 5.00, 0., 0., 1
  378, 750.00, 5.00, 0., 0., 1
  379, 750.00, 5.00, 0., 0., 1
  380, 750.00, 5.00, 0., 0., 1
  381, 750.00, 5.00, 0., 0., 1
  382, 750.00, 5.00, 0., 0., 1
  383, 750.00, 5.00, 0., 0., 1
  384, 750.00, 5.00, 0., 0., 1
  385, 750.00, 5.00, 0., 0., 1
  386, 750.00, 5.00, 0., 0., 1
  387, 750.00, 5.00, 0., 0., 1
  388, 750.00, 5.00, 0., 0., 1
  389, 750.00, 5.00, 0., 0., 1
  390, 750.00, 5.00, 0., 0., 1
  391, 750.00, 5.00, 0., 0., 1
  392, 750.00, 5.00, 0., 0., 1
  393, 750.00, 5.00, 0., 0., 1
  394, 750.00, 5.00, 0., 0., 1
  395, 750.00, 5.00, 0., 0., 1
  396, 750.00, 5.00, 0., 0., 1
  397, 750.00, 5.00, 0., 0., 1
  398, 750.00, 5.00, 0., 0., 1
  399, 750.00, 5.00, 0., 0., 1
  400, 750.00, 5.00, 0., 0., 1
  401, 750.00, 5.00, 0., 0., 1
  402, 750.00, 5.00, 0., 0., 1
  403, 750.00, 5.00, 0., 0., 1
  404, 750.00, 5.00, 0., 0., 1
  405, 750.00, 5.00, 0., 0., 1
  406, 750.00, 5.00, 0., 0., 1
  407, 750.00, 5.00, 0., 0., 1
  408, 750.00, 5.00, 0., 0., 1
  409, 750.00, 5.00, 0., 0., 1
  410, 750.00, 5.00, 0., 0., 1
  411, 750.00, 5.00, 0., 0., 1
  412, 750.00, 5.00, 0., 0., 1
  413, 750.00, 5.00, 0., 0., 1
  414, 750.00, 5.00, 0., 0., 1
  415, 750.00, 5.00, 0., 0., 1
  416, 750.00, 5.00, 0., 0., 1
  417, 750.00, 5.00, 0., 0., 1
  418, 750.00, 5.00, 0., 0., 1
  419, 750.00, 5.00, 0., 0., 1
  420, 750.00, 5.00, 0., 0., 1
  421, 750.00, 5.00, 0., 0., 1
  422, 750.00, 5.00, 0., 0., 1
  423, 750.00, 5.00, 0., 0., 1
  424, 750.00, 5.00, 0., 0., 1
  425, 750.00, 5.00, 0., 0., 1
  426, 750.00, 5.00, 0., 0., 1
  427, 750.00, 5.00, 0., 0., 1
  428, 750.00, 5.00, 0., 0., 1
  429, 750.00, 5.00, 0., 0., 1
  430, 750.00, 5.00, 0., 0., 1
  431, 750.00, 5.00, 0., 0., 1
  432, 750.00, 5.00, 0., 0., 1
  433, 750.00, 5.00, 0., 0., 1
  434, 750.00, 5.00, 0., 0., 1
  435, 750.00, 5.00, 0., 0., 1
  436, 750.00, 5.00, 0., 0., 1
  437, 750.00, 5.00, 0., 0., 1
  438, 750.00, 5.00, 0., 0., 1
  439, 750.00, 5.00, 0., 0., 1
  440, 750.00, 5.00, 0., 0., 1
  441, 750.00, 5.00, 0., 0., 1
  442, 750.00, 5.00, 0., 0., 1
  443, 750.00, 5.00, 0., 0., 1
  444, 750.00, 5.00, 0., 0., 1
  445, 750.00, 5.00, 0., 0., 1
  446, 750.00, 5.00, 0., 0., 1
  447, 750.00, 5.00, 0., 0., 1
  448, 750.00, 5.00, 0., 0., 1
  449, 750.00, 5.00, 0., 0., 1
  450, 750.00, 5.00, 0., 0., 1
  451, 750.00, 5.00, 0., 0., 1
  452, 750.00, 5.00, 0., 0., 1
  453, 750.00, 5.00, 0., 0., 1
  454, 750.00, 5.00, 0., 0., 1
  455, 750.00, 5.00, 0., 0., 1
  456, 750.00, 5.00, 0., 0., 1
  457, 750.00, 5.00, 0., 0., 1
  458, 750.00, 5.00, 0., 0., 1
  459, 750.00, 5.00, 0., 0., 1
  460, 750.00, 5.00, 0., 0., 1
  461, 750.00, 5.00, 0., 0., 1
  462, 750.00, 5.00, 0., 0., 1
  463, 750.00, 5.00, 0., 0., 1
  464, 750.00, 5.00, 0., 0., 1
  465, 750.00, 5.00, 0., 0., 1
  466, 750.00, 5.00, 0., 0., 1
  467, 750.00, 5.00, 0., 0., 1
  468, 750.00, 5.00, 0., 0., 1
  469, 750.00, 5.00, 0., 0., 1
  470, 750.00, 5.00, 0., 0., 1
  471, 750.00, 5.00, 0., 0., 1
  472, 750.00, 5.00, 0., 0., 1
  473, 750.00, 5.00, 0., 0., 1
  474, 750.00, 5.00, 0., 0., 1
  475, 750.00, 5.00, 0., 0., 1
  476, 750.00, 5.00, 0., 0., 1
  477, 750.00, 5.00, 0., 0., 1
  478, 750.00, 5.00, 0., 0., 1
  479, 750.00, 5.00, 0., 0., 1
  480, 750.00, 5.00, 0., 0., 1
  481, 750.00, 5.00, 0., 0., 1
  482, 750.00, 5.00, 0., 0., 1
  483, 750.00, 5.00, 0., 0., 1
  484, 750.00, 5.00, 0., 0., 1
  485, 750.00, 5.00, 0., 0., 1
  486, 750.00, 5.00, 0., 0., 1
  487, 750.00, 5.00, 0., 0., 1
  488, 750.00, 5.00, 0., 0., 1
  489, 750.00, 5.00, 0., 0., 1
  490, 750.00, 5.00, 0., 0., 1
  491, 750.00, 5.00, 0., 0., 1
  492, 750.00, 5.00, 0., 0., 1
  493, 750.00, 5.00, 0., 0., 1
  494, 750.00, 5.00, 0., 0., 1
  495, 750.00, 5.00, 0., 0., 1
  496, 750.00, 5.00, 0., 0., 1
  497, 750.00, 5.00, 0., 0., 1
  498, 750.00, 5.00, 0., 0., 1
  499, 750.00, 5.00, 0., 0., 1
  500, 750.00, 5.00, 0., 0., 1
  501, 750.00, 5.00, 0., 0., 1
  502, 750.00, 5.00, 0., 0., 1
  503, 750.00, 5.00, 0., 0., 1
  504, 750.00, 5.00, 0., 0., 1
  505, 750.00, 5.00, 0., 0., 1
  506, 750.00, 5.00, 0., 0., 1
  507, 750.00, 5.00, 0., 0., 1
  508, 750.00, 5.00, 0., 0., 1
  509, 750.00, 5.00, 0., 0., 1
  510, 750.00, 5.00, 0., 0., 1
  511, 750.00, 5.00, 0., 0., 1
  512, 750.00, 5.00, 0., 0., 1
  513, 750.00, 5.00, 0., 0., 1
  514, 750.00, 5.00, 0., 0., 1
  515, 750.00, 5.00, 0., 0., 1
  516, 750.00, 5.00, 0., 0., 1
  517, 750.00, 5.00, 0., 0., 1
  518, 750.00, 5.00, 0., 0., 1
  519, 750.00, 5.00, 0., 0., 1
  520, 750.00, 5.00, 0., 0., 1
  521, 750.00, 5.00, 0., 0., 1
  522, 750.00, 5.00, 0., 0., 1
  523, 750.00, 5.00, 0., 0., 1
  524, 750.00, 5.00, 0., 0., 1
  525, 750.00, 5.00, 0., 0., 1
  526, 750.00, 5.00, 0., 0., 1
  527, 750.00, 5.00, 0., 0., 1
  528, 750.00, 5.00, 0., 0., 1
  529, 750.00, 5.00, 0., 0., 1
  530, 750.00, 5.00, 0., 0., 1
  531, 750.00, 5.00, 0., 0., 1
  532, 750.00, 5.00, 0., 0., 1
  533, 750.00, 5.00, 0., 0., 1
  534, 750.00, 5.00, 0., 0., 1
  535, 750.00, 5.00, 0., 0., 1
  536, 750.00, 5.00, 0., 0., 1
  537, 750.00, 5.00, 0., 0., 1
  538, 750.00, 5.00, 0., 0., 1
  539, 750.00, 5.00, 0., 0., 1
  540, 750.00, 5.00, 0., 0., 1
  541, 750.00, 5.00, 0., 0., 1
  542, 750.00, 5.00, 0., 0., 1
  543, 750.00, 5.00, 0., 0., 1
  544, 750.00, 5.00, 0., 0., 1
  545, 750.00, 5.00, 0., 0., 1
  546, 750.00, 5.00, 0., 0., 1
  547, 750.00, 5.00, 0., 0., 1
  548, 750.00, 5.00, 0., 0., 1
  549, 750.00, 5.00, 0., 0., 1
  550, 750.00, 5.00, 0., 0., 1
  551, 750.00, 5.00, 0., 0., 1
  552, 750.00, 5.00, 0., 0., 1
  553, 750.00, 5.00, 0., 0., 1
  554, 750.00, 5.00, 0., 0., 1
  555, 750.00, 5.00, 0., 0., 1
  556, 750.00, 5.00, 0., 0., 1
  557, 750.00, 5.00, 0., 0., 1
  558, 750.00, 5.00, 0., 0., 1
  559, 750.00, 5.00, 0., 0., 1
  560, 750.00, 5.00, 0., 0., 1
  561, 750.00, 5.00, 0., 0., 1
  562, 750.00, 5.00, 0., 0., 1
  563, 750.00, 5.00, 0., 0., 1
  564, 750.00, 5.00, 0., 0., 1
  565, 750.00, 5.00, 0., 0., 1
  566, 750.00, 5.00, 0., 0., 1
  567, 750.00, 5.00, 0., 0., 1
  568, 750.00, 5.00, 0., 0., 1
  569, 750.00, 5.00, 0., 0., 1
  570, 750.00, 5.00, 0., 0., 1
  571, 750.00, 5.00, 0., 0., 1
  572, 750.00, 5.00, 0., 0., 1
  573, 750.00, 5.00, 0., 0., 1
  574, 750.00, 5.00, 0., 0., 1
  575, 750.00, 5.00, 0., 0., 1
  576, 750.00, 5.00, 0., 0., 1
  577, 750.00, 5.00, 0., 0., 1
  578, 750.00, 5.00, 0., 0., 1
  579, 750.00, 5.00, 0., 0., 1
  580, 750.00, 5.00, 0., 0., 1
  581, 750.00, 5.00, 0., 0., 1
  582, 750.00, 5.00, 0., 0., 1
  583, 750.00, 5.00, 0., 0., 1
  584, 750.00, 5.00, 0., 0., 1
  585, 750.00, 5.00, 0., 0., 1
  586, 750.00, 5.00, 0., 0., 1
  587, 750.00, 5.00, 0., 0., 1
  588, 750.00, 5.00, 0., 0., 1
  589, 750.00, 5.00, 0., 0., 1
  590, 750.00, 5.00, 0., 0., 1
  591, 750.00, 5.00, 0., 0., 1
  592, 750.00, 5.00, 0., 0., 1
  593, 750.00, 5.00, 0., 0., 1
  594, 750.00, 5.00, 0., 0., 1
  595, 750.00, 5.00, 0., 0., 1
  596, 750.00, 5.00, 0., 0., 1
  597, 750.00, 5.00, 0., 0., 1
  598, 750.00, 5.00, 0., 0., 1
  599, 750.00, 5.00, 0., 0., 1
  600, 750.00, 5.00, 0., 0., 1
  601, 750.00, 5.00, 0., 0., 1
  602, 750.00, 5.00, 0., 0., 1
  603, 750.00, 5.00, 0., 0., 1
  604, 750.00, 5.00, 0., 0., 1
  605, 750.00, 5.00, 0., 0., 1
  606, 750.00, 5.00, 0., 0., 1
  607, 750.00, 5.00, 0., 0., 1
  608, 750.00, 5.00, 0., 0., 1
  609, 750.00, 5.00, 0., 0., 1
  610, 750.00, 5.00, 0., 0., 1
  611, 750.00, 5.00, 0., 0., 1
  612, 750.00, 5.00, 0., 0., 1
  613, 750.00, 5.00, 0., 0., 1
  614, 750.00, 5.00, 0., 0., 1
  615, 750.00, 5.00, 0., 0., 1
  616, 750.00, 5.00, 0., 0., 1
  617, 750.00, 5.00, 0., 0., 1
  618, 750.00, 5.00, 0., 0., 1
  619, 750.00, 5.00, 0., 0., 1
  620, 750.00, 5.00, 0., 0., 1
  621, 750.00, 5.00, 0., 0., 1
  622, 750.00, 5.00, 0., 0., 1
  623, 750.00, 5.00, 0., 0., 1
  624, 750.00, 5.00, 0., 0., 1
  625, 750.00, 5.00, 0., 0., 1
  626, 750.00, 5.00, 0., 0., 1
  627, 750.00, 5.00, 0., 0., 1
  628, 750.00, 5.00, 0., 0., 1
  629, 750.00, 5.00, 0., 0., 1
  630, 750.00, 5.00, 0., 0., 1
  631, 750.00, 5.00, 0., 0., 1
  632, 750.00, 5.00, 0., 0., 1
  633, 750.00, 5.00, 0., 0., 1
